enrollment_id,student_id,course_id,enrolled_date,completion_date,completion_pct,certificate_issued,last_accessed
ENR002095,STU00602,CRS041,2024-12-24,,87,false,2025-01-21
ENR002096,STU00602,CRS024,2025-01-21,,57,false,2025-01-27
ENR002097,STU00602,CRS012,2025-01-12,2025-03-03,100,true,2025-03-08
ENR002098,STU00605,CRS017,2025-03-04,,81,false,2025-03-10
ENR002099,STU00605,CRS042,2022-04-28,,43,false,2022-12-27
ENR002100,STU00606,CRS006,2025-01-30,,9,false,2025-03-06
ENR002101,STU00606,CRS009,2024-11-15,,6,false,2025-01-24
ENR002102,STU00606,CRS048,2024-09-15,,0,false,2024-12-14
ENR002103,STU00606,CRS036,2024-07-07,,3,false,2024-09-15
ENR002104,STU00606,CRS016,2024-10-22,,2,false,2025-02-16
ENR002105,STU00606,CRS033,2024-11-19,,91,false,2025-01-20
ENR002106,STU00606,CRS003,2024-06-14,2024-11-02,100,true,2024-11-07
ENR002107,STU00606,CRS044,2025-03-15,,40,false,2025-03-15
ENR002108,STU00606,CRS024,2024-08-29,,41,false,2024-12-04
ENR002109,STU00606,CRS004,2025-02-20,2025-02-21,100,true,2025-02-25
ENR002110,STU00607,CRS010,2024-07-27,,34,false,2024-11-10
ENR002111,STU00608,CRS035,2024-11-10,,38,false,2025-03-05
ENR002112,STU00608,CRS036,2024-10-08,2024-11-23,100,true,2024-12-08
ENR002113,STU00608,CRS046,2024-03-21,,9,false,2024-04-12
ENR002114,STU00609,CRS047,2024-10-28,2024-12-01,100,true,2024-12-13
ENR002115,STU00609,CRS044,2025-03-12,,6,false,2025-03-12
ENR002116,STU00611,CRS046,2024-08-28,,0,false,2024-09-03
ENR002117,STU00611,CRS035,2024-10-04,2024-10-09,100,true,2024-11-07
ENR002118,STU00611,CRS015,2025-03-12,2025-03-13,100,true,2025-03-14
ENR002119,STU00612,CRS035,2024-12-14,,47,false,2025-02-27
ENR002120,STU00612,CRS015,2025-01-03,,9,false,2025-01-12
ENR002121,STU00612,CRS008,2024-12-16,2025-01-15,100,true,2025-02-06
ENR002122,STU00612,CRS016,2024-10-24,,26,false,2025-02-16
ENR002123,STU00612,CRS034,2024-11-26,,49,false,2025-01-09
ENR002124,STU00613,CRS029,2023-06-09,2023-06-23,100,true,2023-06-25
ENR002125,STU00613,CRS047,2024-12-01,,31,false,2025-03-03
ENR002126,STU00614,CRS021,2022-08-30,,1,false,2024-10-12
ENR002127,STU00614,CRS015,2023-07-21,,4,false,2024-11-13
ENR002128,STU00616,CRS041,2022-12-23,2023-11-20,100,true,2023-12-13
ENR002129,STU00616,CRS028,2023-07-31,,11,false,2024-05-05
ENR002130,STU00616,CRS019,2025-02-07,2025-03-08,100,true,2025-03-14
ENR002131,STU00616,CRS014,2024-11-21,2025-02-07,100,true,2025-02-25
ENR002132,STU00616,CRS009,2023-01-20,,9,false,2024-05-08
ENR002133,STU00616,CRS002,2024-08-09,,85,false,2024-11-26
ENR002134,STU00617,CRS019,2023-02-28,,56,false,2024-06-21
ENR002135,STU00617,CRS026,2024-01-08,,1,false,2024-06-28
ENR002136,STU00617,CRS027,2023-12-17,,1,false,2024-11-22
ENR002137,STU00618,CRS004,2024-01-05,,81,false,2024-04-14
ENR002138,STU00620,CRS004,2024-11-09,,5,false,2025-03-14
ENR002139,STU00620,CRS010,2023-09-15,,8,false,2024-04-10
ENR002140,STU00621,CRS022,2024-12-05,2024-12-13,100,true,2024-12-23
ENR002141,STU00621,CRS048,2025-01-23,2025-03-11,100,true,2025-03-13
ENR002142,STU00621,CRS012,2025-01-28,2025-02-14,100,true,2025-02-23
ENR002143,STU00622,CRS047,2023-11-24,,4,false,2024-05-18
ENR002144,STU00622,CRS009,2023-11-07,,8,false,2024-01-13
ENR002145,STU00622,CRS019,2025-03-01,,97,false,2025-03-15
ENR002146,STU00622,CRS035,2024-11-22,,80,false,2024-12-04
ENR002147,STU00622,CRS026,2025-03-01,2025-03-09,100,true,2025-03-14
ENR002148,STU00622,CRS041,2024-08-14,,66,false,2024-10-19
ENR002149,STU00623,CRS036,2025-03-03,2025-03-04,100,true,2025-03-12
ENR002150,STU00623,CRS040,2023-09-05,2024-10-28,100,true,2024-10-29
ENR002151,STU00623,CRS041,2024-08-30,,22,false,2024-09-04
ENR002152,STU00623,CRS010,2025-01-08,,6,false,2025-01-28
ENR002153,STU00624,CRS009,2024-12-07,2025-02-07,100,true,2025-02-28
ENR002154,STU00624,CRS016,2023-04-30,2024-11-18,100,true,2024-12-06
ENR002155,STU00624,CRS044,2024-02-13,2024-03-08,100,true,2024-03-17
ENR002156,STU00624,CRS050,2023-06-29,,12,false,2024-01-30
ENR002157,STU00624,CRS037,2023-12-26,2024-05-21,100,true,2024-06-13
ENR002158,STU00624,CRS018,2023-09-26,,83,false,2023-12-13
ENR002159,STU00625,CRS027,2024-06-05,2024-11-04,100,true,2024-11-25
ENR002160,STU00625,CRS012,2024-12-05,,26,false,2024-12-21
ENR002161,STU00625,CRS030,2023-12-09,,22,false,2024-07-11
ENR002162,STU00626,CRS002,2025-01-19,2025-03-02,100,true,2025-03-08
ENR002163,STU00627,CRS014,2025-03-14,,81,false,2025-03-14
ENR002164,STU00627,CRS009,2025-01-30,,47,false,2025-02-24
ENR002165,STU00628,CRS011,2025-02-15,,8,false,2025-02-25
ENR002166,STU00628,CRS038,2024-12-24,,34,false,2025-01-05
ENR002167,STU00628,CRS009,2024-05-13,,1,false,2024-11-13
ENR002168,STU00628,CRS040,2024-08-19,,5,false,2025-01-13
ENR002169,STU00628,CRS027,2025-01-08,,5,false,2025-01-30
ENR002170,STU00628,CRS014,2024-07-15,2025-01-08,100,true,2025-01-22
ENR002171,STU00629,CRS042,2023-10-18,2024-08-14,100,true,2024-09-11
ENR002172,STU00629,CRS021,2024-10-06,,32,false,2025-01-11
ENR002173,STU00630,CRS044,2024-12-03,,1,false,2024-12-28
ENR002174,STU00630,CRS030,2025-03-15,,58,false,2025-03-15
ENR002175,STU00630,CRS045,2024-12-09,2025-01-07,100,true,2025-01-25
ENR002176,STU00630,CRS023,2024-12-22,,4,false,2024-12-23
ENR002177,STU00630,CRS010,2025-02-22,,19,false,2025-03-03
ENR002178,STU00630,CRS046,2025-01-09,,2,false,2025-01-10
ENR002179,STU00630,CRS007,2024-12-30,,8,false,2025-02-03
ENR002180,STU00630,CRS011,2025-02-01,,42,false,2025-03-01
ENR002181,STU00631,CRS042,2024-12-19,,5,false,2025-02-23
ENR002182,STU00631,CRS017,2025-01-25,,53,false,2025-01-25
ENR002183,STU00631,CRS019,2025-01-24,,0,false,2025-03-09
ENR002184,STU00631,CRS011,2025-02-26,,71,false,2025-03-02
ENR002185,STU00631,CRS027,2025-02-04,2025-03-09,100,true,2025-03-11
ENR002186,STU00631,CRS045,2025-01-12,,3,false,2025-02-05
ENR002187,STU00631,CRS035,2025-01-17,,34,false,2025-01-23
ENR002188,STU00631,CRS022,2024-12-21,,6,false,2025-01-12
ENR002189,STU00634,CRS028,2024-05-28,,26,false,2025-01-18
ENR002190,STU00634,CRS046,2024-09-13,2024-12-10,100,true,2024-12-29
ENR002191,STU00634,CRS012,2024-02-14,,1,false,2024-12-29
ENR002192,STU00635,CRS040,2024-09-28,,88,false,2024-10-21
ENR002193,STU00635,CRS034,2024-09-05,,9,false,2025-01-27
ENR002194,STU00635,CRS023,2024-10-26,2024-11-22,100,true,2024-12-12
ENR002195,STU00635,CRS017,2025-02-19,,71,false,2025-02-28
ENR002196,STU00635,CRS050,2025-01-31,,4,false,2025-02-28
ENR002197,STU00635,CRS031,2024-10-26,,3,false,2025-02-03
ENR002198,STU00635,CRS013,2024-10-18,2025-02-23,100,true,2025-03-01
ENR002199,STU00635,CRS006,2025-02-08,,0,false,2025-02-27
ENR002200,STU00635,CRS048,2024-11-17,2024-12-07,100,true,2024-12-13
ENR002201,STU00635,CRS015,2025-03-01,,25,false,2025-03-11
ENR002202,STU00636,CRS005,2025-03-07,,2,false,2025-03-09
ENR002203,STU00636,CRS008,2024-12-07,2025-02-01,100,true,2025-02-16
ENR002204,STU00637,CRS006,2024-06-07,2024-07-15,100,true,2024-07-29
ENR002205,STU00637,CRS050,2024-06-24,,55,false,2024-12-23
ENR002206,STU00637,CRS035,2025-01-11,,3,false,2025-01-27
ENR002207,STU00637,CRS031,2025-03-12,,1,false,2025-03-15
ENR002208,STU00638,CRS013,2023-03-08,2024-08-15,100,true,2024-09-04
ENR002209,STU00638,CRS004,2024-10-15,,25,false,2025-02-06
ENR002210,STU00638,CRS031,2023-01-15,,63,false,2023-03-15
ENR002211,STU00639,CRS011,2023-01-29,2023-12-31,100,true,2024-01-20
ENR002212,STU00639,CRS040,2023-09-20,2024-06-12,100,true,2024-07-02
ENR002213,STU00639,CRS005,2022-11-12,,7,false,2024-06-07
ENR002214,STU00639,CRS015,2025-01-17,,33,false,2025-01-20
ENR002215,STU00639,CRS037,2023-02-06,,18,false,2023-06-03
ENR002216,STU00639,CRS021,2023-06-04,,8,false,2024-01-23
ENR002217,STU00639,CRS046,2024-06-12,,24,false,2024-07-20
ENR002218,STU00639,CRS041,2024-12-07,,89,false,2025-01-17
ENR002219,STU00639,CRS009,2024-07-24,,25,false,2024-10-22
ENR002220,STU00641,CRS002,2025-01-10,,51,false,2025-02-01
ENR002221,STU00641,CRS012,2024-08-25,2024-10-16,100,true,2024-11-12
ENR002222,STU00642,CRS040,2024-09-24,2025-02-23,100,true,2025-03-15
ENR002223,STU00643,CRS008,2023-08-11,,39,false,2023-12-26
ENR002224,STU00643,CRS048,2023-11-15,,27,false,2023-12-30
ENR002225,STU00643,CRS022,2024-11-03,2025-01-26,100,true,2025-01-28
ENR002226,STU00644,CRS034,2024-10-25,,3,false,2024-11-14
ENR002227,STU00644,CRS012,2023-12-22,,55,false,2024-05-17
ENR002228,STU00644,CRS047,2024-09-11,,15,false,2025-03-14
ENR002229,STU00644,CRS038,2024-07-28,2024-11-23,100,true,2024-12-06
ENR002230,STU00644,CRS016,2025-03-09,,9,false,2025-03-14
ENR002231,STU00644,CRS008,2024-11-23,,3,false,2025-01-19
ENR002232,STU00644,CRS020,2024-07-06,,21,false,2024-07-30
ENR002233,STU00644,CRS033,2023-03-21,,5,false,2025-02-24
ENR002234,STU00645,CRS011,2024-09-11,2024-10-17,100,true,2024-10-28
ENR002235,STU00645,CRS036,2023-03-01,,69,false,2024-04-20
ENR002236,STU00645,CRS013,2024-03-14,,6,false,2024-11-13
ENR002237,STU00645,CRS025,2024-07-17,2025-02-17,100,true,2025-02-28
ENR002238,STU00645,CRS029,2025-01-10,2025-03-01,100,true,2025-03-07
ENR002239,STU00646,CRS035,2024-09-18,,94,false,2024-12-30
ENR002240,STU00646,CRS046,2024-07-17,,52,false,2025-03-13
ENR002241,STU00646,CRS037,2024-07-17,,9,false,2025-02-02
ENR002242,STU00646,CRS024,2025-01-21,2025-01-30,100,true,2025-02-01
ENR002243,STU00646,CRS020,2024-09-15,2024-11-12,100,true,2024-11-18
ENR002244,STU00646,CRS026,2024-11-10,2024-12-15,100,true,2024-12-24
ENR002245,STU00647,CRS041,2024-07-31,,1,false,2024-09-02
ENR002246,STU00647,CRS019,2024-04-06,,96,false,2024-10-25
ENR002247,STU00647,CRS030,2024-03-27,,96,false,2024-12-08
ENR002248,STU00649,CRS028,2024-11-04,2025-01-23,100,true,2025-02-22
ENR002249,STU00649,CRS018,2024-08-05,,41,false,2024-09-30
ENR002250,STU00649,CRS044,2024-06-02,,80,false,2024-07-18
ENR002251,STU00650,CRS030,2024-08-31,,1,false,2024-12-05
ENR002252,STU00650,CRS047,2023-12-13,,35,false,2024-12-13
ENR002253,STU00651,CRS042,2023-10-14,2024-06-15,100,true,2024-07-10
ENR002254,STU00651,CRS034,2024-03-11,,36,false,2024-03-19
ENR002255,STU00651,CRS005,2023-09-22,,14,false,2024-05-19
ENR002256,STU00651,CRS020,2024-01-17,,8,false,2024-11-13
ENR002257,STU00651,CRS002,2024-11-03,,98,false,2025-02-02
ENR002258,STU00651,CRS041,2024-11-21,2025-02-24,100,true,2025-03-10
ENR002259,STU00651,CRS027,2024-08-17,,98,false,2025-01-25
ENR002260,STU00651,CRS031,2024-06-05,,12,false,2025-03-13
ENR002261,STU00652,CRS017,2024-08-24,2024-11-12,100,true,2024-11-28
ENR002262,STU00652,CRS003,2024-12-19,,3,false,2025-01-15
ENR002263,STU00652,CRS005,2024-08-18,,3,false,2024-08-20
ENR002264,STU00653,CRS030,2022-08-05,,18,false,2023-02-13
ENR002265,STU00653,CRS040,2023-11-29,,9,false,2024-01-10
ENR002266,STU00654,CRS041,2023-01-26,2024-03-29,100,true,2024-04-06
ENR002267,STU00654,CRS037,2023-08-08,2024-02-28,100,true,2024-03-19
ENR002268,STU00654,CRS004,2024-01-01,,8,false,2025-01-04
ENR002269,STU00655,CRS023,2024-09-27,2024-11-29,100,true,2024-12-25
ENR002270,STU00655,CRS002,2024-09-27,,42,false,2024-12-23
ENR002271,STU00655,CRS048,2024-09-28,,63,false,2025-01-22
ENR002272,STU00655,CRS009,2024-12-12,,3,false,2025-03-05
ENR002273,STU00655,CRS021,2025-01-29,2025-02-24,100,true,2025-03-02
ENR002274,STU00655,CRS018,2024-09-13,2025-03-06,100,true,2025-03-13
ENR002275,STU00656,CRS022,2024-04-09,,55,false,2024-07-06
ENR002276,STU00656,CRS044,2023-04-21,,9,false,2024-04-25
ENR002277,STU00657,CRS007,2024-09-19,,42,false,2024-11-13
ENR002278,STU00657,CRS046,2024-08-29,2024-08-30,100,true,2024-09-17
ENR002279,STU00657,CRS033,2025-01-07,,16,false,2025-02-17
ENR002280,STU00657,CRS013,2024-10-05,,13,false,2024-11-02
ENR002281,STU00658,CRS028,2024-06-11,,46,false,2025-01-11
ENR002282,STU00658,CRS023,2023-05-26,,5,false,2024-03-18
ENR002283,STU00659,CRS002,2023-04-08,2024-12-08,100,true,2024-12-16
ENR002284,STU00659,CRS025,2024-06-18,2025-02-01,100,true,2025-02-24
ENR002285,STU00659,CRS030,2022-08-16,,98,false,2024-11-18
ENR002286,STU00661,CRS005,2024-11-19,,76,false,2024-12-31
ENR002287,STU00662,CRS004,2023-11-25,,34,false,2024-01-05
ENR002288,STU00662,CRS046,2024-09-30,,97,false,2024-11-07
ENR002289,STU00662,CRS044,2024-11-23,,6,false,2024-12-26
ENR002290,STU00662,CRS038,2024-12-23,,46,false,2025-01-24
ENR002291,STU00662,CRS016,2025-03-11,,98,false,2025-03-12
ENR002292,STU00663,CRS015,2025-02-07,2025-03-08,100,true,2025-03-10
ENR002293,STU00663,CRS042,2024-12-03,2024-12-23,100,true,2025-01-09
ENR002294,STU00663,CRS033,2024-10-09,,0,false,2025-03-04
ENR002295,STU00663,CRS024,2024-07-25,,63,false,2024-10-14
ENR002296,STU00663,CRS029,2024-09-08,2025-03-02,100,true,2025-03-07
ENR002297,STU00663,CRS047,2024-04-29,,50,false,2024-06-23
ENR002298,STU00663,CRS008,2024-03-31,,0,false,2024-12-04
ENR002299,STU00663,CRS004,2024-03-11,2024-08-20,100,true,2024-09-14
ENR002300,STU00663,CRS016,2024-10-19,,91,false,2024-10-31
ENR002301,STU00664,CRS018,2024-11-14,,4,false,2025-02-09
ENR002302,STU00664,CRS008,2024-10-30,,1,false,2024-12-25
ENR002303,STU00665,CRS016,2025-01-01,,1,false,2025-01-28
ENR002304,STU00665,CRS040,2024-07-29,,97,false,2024-09-01
ENR002305,STU00665,CRS046,2024-12-27,,74,false,2025-01-11
ENR002306,STU00666,CRS038,2025-02-20,,87,false,2025-03-09
ENR002307,STU00666,CRS042,2023-10-13,,40,false,2023-11-04
ENR002308,STU00666,CRS025,2023-11-02,,93,false,2024-11-18
ENR002309,STU00666,CRS040,2023-10-30,2024-03-19,100,true,2024-04-13
ENR002310,STU00666,CRS029,2024-02-16,,6,false,2025-02-03
ENR002311,STU00666,CRS015,2024-10-15,,1,false,2024-12-28
ENR002312,STU00667,CRS040,2025-01-29,,2,false,2025-02-27
ENR002313,STU00667,CRS014,2024-09-20,,9,false,2024-12-08
ENR002314,STU00667,CRS034,2024-09-06,2024-09-10,100,true,2024-09-13
ENR002315,STU00667,CRS031,2023-01-25,2024-09-06,100,true,2024-09-20
ENR002316,STU00668,CRS026,2025-02-18,,31,false,2025-02-28
ENR002317,STU00668,CRS050,2025-02-25,,76,false,2025-02-28
ENR002318,STU00668,CRS045,2025-02-02,,6,false,2025-02-02
ENR002319,STU00668,CRS009,2024-12-22,,92,false,2025-03-10
ENR002320,STU00668,CRS035,2025-01-23,2025-02-20,100,true,2025-03-09
ENR002321,STU00668,CRS024,2024-11-23,2025-01-22,100,true,2025-01-23
ENR002322,STU00668,CRS037,2024-12-28,,65,false,2025-02-04
ENR002323,STU00668,CRS016,2025-02-01,,1,false,2025-03-03
ENR002324,STU00668,CRS030,2024-12-03,,31,false,2025-01-23
ENR002325,STU00668,CRS025,2025-01-26,,50,false,2025-02-10
ENR002326,STU00668,CRS033,2024-12-13,2025-01-27,100,true,2025-02-03
ENR002327,STU00669,CRS016,2024-08-09,,87,false,2025-02-22
ENR002328,STU00669,CRS023,2024-09-23,,4,false,2024-12-07
ENR002329,STU00669,CRS047,2025-03-08,,48,false,2025-03-10
ENR002330,STU00669,CRS034,2024-04-08,,45,false,2024-09-18
ENR002331,STU00669,CRS020,2024-10-04,2025-03-07,100,true,2025-03-08
ENR002332,STU00669,CRS011,2024-07-02,,3,false,2024-08-08
ENR002333,STU00671,CRS047,2025-01-29,2025-02-03,100,true,2025-02-11
ENR002334,STU00671,CRS027,2025-01-06,,7,false,2025-02-01
ENR002335,STU00672,CRS006,2025-02-03,,86,false,2025-02-17
ENR002336,STU00672,CRS040,2024-09-15,2025-02-11,100,true,2025-03-03
ENR002337,STU00672,CRS004,2025-01-07,,3,false,2025-02-15
ENR002338,STU00672,CRS022,2024-11-05,2024-12-19,100,true,2025-01-04
ENR002339,STU00672,CRS037,2024-11-21,2025-01-13,100,true,2025-01-18
ENR002340,STU00672,CRS020,2025-03-09,2025-03-12,100,true,2025-03-14
ENR002341,STU00674,CRS004,2024-12-19,,7,false,2025-02-20
ENR002342,STU00674,CRS028,2024-07-05,,3,false,2024-10-18
ENR002343,STU00674,CRS045,2024-10-21,,6,false,2024-11-09
ENR002344,STU00674,CRS044,2024-08-23,,65,false,2024-12-06
ENR002345,STU00674,CRS024,2024-10-10,,70,false,2024-11-09
ENR002346,STU00674,CRS016,2024-11-12,2025-03-06,100,true,2025-03-08
ENR002347,STU00675,CRS045,2024-08-31,,0,false,2024-11-26
ENR002348,STU00675,CRS040,2024-01-14,,0,false,2024-10-12
ENR002349,STU00675,CRS006,2024-06-01,2025-03-02,100,true,2025-03-05
ENR002350,STU00675,CRS037,2025-01-07,,17,false,2025-02-26
ENR002351,STU00675,CRS008,2025-02-02,,33,false,2025-02-21
ENR002352,STU00675,CRS048,2025-01-11,,5,false,2025-03-05
ENR002353,STU00675,CRS003,2025-02-05,2025-02-07,100,true,2025-03-05
ENR002354,STU00675,CRS028,2024-01-15,2024-10-18,100,true,2024-11-13
ENR002355,STU00675,CRS047,2025-02-22,,55,false,2025-03-10
ENR002356,STU00676,CRS009,2024-04-01,,42,false,2024-04-28
ENR002357,STU00676,CRS045,2023-09-19,,85,false,2024-05-25
ENR002358,STU00677,CRS046,2024-11-20,2025-01-04,100,true,2025-01-07
ENR002359,STU00677,CRS028,2024-09-05,,20,false,2024-12-19
ENR002360,STU00677,CRS024,2024-09-20,,9,false,2025-02-16
ENR002361,STU00678,CRS037,2024-07-29,2025-02-17,100,true,2025-02-22
ENR002362,STU00678,CRS042,2022-02-28,,5,false,2024-11-22
ENR002363,STU00678,CRS002,2023-10-23,,18,false,2024-02-12
ENR002364,STU00679,CRS031,2024-12-14,2025-03-07,100,true,2025-03-14
ENR002365,STU00679,CRS025,2024-11-05,,96,false,2024-12-03
ENR002366,STU00679,CRS006,2025-01-18,,6,false,2025-01-31
ENR002367,STU00679,CRS019,2024-12-19,,62,false,2025-03-15
ENR002368,STU00679,CRS007,2024-11-07,2024-11-27,100,true,2024-12-24
ENR002369,STU00679,CRS048,2024-12-19,,37,false,2024-12-27
ENR002370,STU00679,CRS028,2024-12-03,2025-01-01,100,true,2025-01-29
ENR002371,STU00679,CRS015,2025-01-28,,64,false,2025-03-01
ENR002372,STU00679,CRS033,2024-12-29,,15,false,2025-03-08
ENR002373,STU00681,CRS013,2024-12-04,2024-12-16,100,true,2024-12-17
ENR002374,STU00681,CRS008,2024-10-17,2025-03-05,100,true,2025-03-05
ENR002375,STU00682,CRS015,2025-02-23,,4,false,2025-03-11
ENR002376,STU00682,CRS034,2025-01-22,,48,false,2025-03-03
ENR002377,STU00682,CRS010,2024-10-04,,37,false,2025-02-12
ENR002378,STU00682,CRS003,2025-01-27,,5,false,2025-02-09
ENR002379,STU00682,CRS007,2024-11-28,2025-01-23,100,true,2025-02-17
ENR002380,STU00682,CRS011,2025-01-23,2025-03-08,100,true,2025-03-14
ENR002381,STU00684,CRS031,2024-10-26,2024-12-07,100,true,2024-12-15
ENR002382,STU00684,CRS004,2024-12-23,,20,false,2025-02-06
ENR002383,STU00684,CRS028,2024-12-11,,83,false,2025-02-13
ENR002384,STU00685,CRS050,2023-01-19,2025-01-03,100,true,2025-02-01
ENR002385,STU00685,CRS046,2024-10-22,,50,false,2025-03-09
ENR002386,STU00685,CRS047,2024-10-10,,1,false,2024-11-05
ENR002387,STU00685,CRS026,2023-11-20,2024-09-08,100,true,2024-09-20
ENR002388,STU00685,CRS025,2024-10-11,,67,false,2024-10-27
ENR002389,STU00685,CRS007,2024-02-07,,25,false,2024-06-23
ENR002390,STU00685,CRS045,2024-07-26,,7,false,2024-11-16
ENR002391,STU00685,CRS023,2023-12-30,,6,false,2024-04-11
ENR002392,STU00685,CRS016,2023-01-07,,88,false,2023-07-29
ENR002393,STU00685,CRS010,2024-02-28,2024-09-20,100,true,2024-09-24
ENR002394,STU00685,CRS034,2024-07-07,,7,false,2024-11-14
ENR002395,STU00686,CRS026,2024-08-14,2024-12-18,100,true,2024-12-30
ENR002396,STU00686,CRS017,2024-03-14,,65,false,2024-10-31
ENR002397,STU00688,CRS008,2025-02-23,,9,false,2025-02-27
ENR002398,STU00688,CRS009,2025-01-05,,54,false,2025-02-07
ENR002399,STU00688,CRS025,2025-02-16,,6,false,2025-03-13
ENR002400,STU00688,CRS038,2025-03-05,2025-03-08,100,true,2025-03-15
ENR002401,STU00688,CRS048,2025-01-07,,18,false,2025-01-13
ENR002402,STU00688,CRS013,2025-03-14,,5,false,2025-03-15
ENR002403,STU00689,CRS034,2024-11-05,,17,false,2025-03-13
ENR002404,STU00689,CRS040,2024-12-21,,83,false,2025-02-05
ENR002405,STU00689,CRS002,2024-11-08,2025-02-18,100,true,2025-02-23
ENR002406,STU00690,CRS025,2024-01-25,,1,false,2025-01-29
ENR002407,STU00690,CRS007,2025-02-02,,7,false,2025-02-02
ENR002408,STU00690,CRS021,2024-01-02,,6,false,2024-12-17
ENR002409,STU00690,CRS010,2023-11-25,,6,false,2025-03-01
ENR002410,STU00690,CRS017,2024-11-11,,2,false,2025-01-29
ENR002411,STU00690,CRS013,2024-01-20,,85,false,2024-04-12
ENR002412,STU00691,CRS021,2024-12-20,,76,false,2025-02-25
ENR002413,STU00691,CRS048,2024-07-17,2025-01-08,100,true,2025-01-27
ENR002414,STU00691,CRS009,2024-07-08,,73,false,2024-11-21
ENR002415,STU00692,CRS046,2025-02-26,2025-03-03,100,true,2025-03-14
ENR002416,STU00692,CRS029,2025-01-11,,25,false,2025-02-15
ENR002417,STU00692,CRS020,2024-11-22,2025-01-21,100,true,2025-02-17
ENR002418,STU00692,CRS025,2024-11-21,,80,false,2025-01-18
ENR002419,STU00692,CRS023,2025-03-07,,73,false,2025-03-12
ENR002420,STU00692,CRS026,2024-12-18,,11,false,2024-12-18
ENR002421,STU00692,CRS022,2025-01-05,,5,false,2025-02-12
ENR002422,STU00692,CRS005,2025-01-22,,46,false,2025-01-30
ENR002423,STU00693,CRS006,2023-06-13,,83,false,2024-06-10
ENR002424,STU00694,CRS005,2023-08-29,,62,false,2023-10-30
ENR002425,STU00697,CRS033,2025-01-16,,2,false,2025-03-10
ENR002426,STU00697,CRS019,2024-12-09,2024-12-18,100,true,2024-12-29
ENR002427,STU00697,CRS035,2023-09-03,,30,false,2024-02-23
ENR002428,STU00697,CRS036,2024-07-31,,77,false,2024-08-21
ENR002429,STU00698,CRS025,2024-03-24,,97,false,2024-10-22
ENR002430,STU00698,CRS019,2024-05-07,,1,false,2024-06-06
ENR002431,STU00700,CRS042,2024-07-24,,39,false,2024-11-07
ENR002432,STU00700,CRS022,2024-08-06,,70,false,2025-01-10
ENR002433,STU00700,CRS015,2024-06-01,,39,false,2024-09-07
ENR002434,STU00701,CRS008,2024-09-29,2025-01-06,100,true,2025-01-09
ENR002435,STU00701,CRS017,2024-09-19,2024-09-27,100,true,2024-10-04
ENR002436,STU00701,CRS011,2024-09-16,,54,false,2024-11-14
ENR002437,STU00701,CRS042,2025-02-01,,28,false,2025-03-05
ENR002438,STU00701,CRS016,2024-09-27,,69,false,2025-02-11
ENR002439,STU00701,CRS048,2024-09-16,2025-01-13,100,true,2025-02-11
ENR002440,STU00701,CRS020,2025-02-24,,6,false,2025-02-27
ENR002441,STU00701,CRS030,2024-12-29,,17,false,2025-03-05
ENR002442,STU00701,CRS034,2024-12-01,2025-03-02,100,true,2025-03-09
ENR002443,STU00701,CRS045,2024-12-03,,66,false,2025-01-10
ENR002444,STU00701,CRS035,2025-01-23,2025-02-11,100,true,2025-03-12
ENR002445,STU00702,CRS048,2024-12-27,,92,false,2025-02-17
ENR002446,STU00702,CRS003,2024-05-28,,6,false,2024-06-08
ENR002447,STU00702,CRS006,2024-04-27,2024-06-19,100,true,2024-06-22
ENR002448,STU00702,CRS002,2024-07-31,,7,false,2024-12-06
ENR002449,STU00702,CRS023,2024-11-11,2025-03-11,100,true,2025-03-15
ENR002450,STU00702,CRS007,2024-11-25,,69,false,2025-02-18
ENR002451,STU00703,CRS013,2025-01-15,,86,false,2025-02-13
ENR002452,STU00703,CRS009,2023-03-07,,81,false,2023-12-01
ENR002453,STU00703,CRS047,2022-09-12,,11,false,2023-06-08
ENR002454,STU00703,CRS006,2025-02-06,2025-02-07,100,true,2025-02-12
ENR002455,STU00703,CRS004,2023-05-18,,6,false,2023-09-01
ENR002456,STU00704,CRS035,2025-01-14,2025-03-02,100,true,2025-03-13
ENR002457,STU00704,CRS021,2024-09-22,2024-11-26,100,true,2024-12-13
ENR002458,STU00704,CRS008,2025-01-24,2025-02-25,100,true,2025-03-01
ENR002459,STU00705,CRS024,2025-03-02,,94,false,2025-03-05
ENR002460,STU00705,CRS003,2024-11-02,,23,false,2024-11-30
ENR002461,STU00706,CRS036,2024-12-04,2024-12-18,100,true,2025-01-12
ENR002462,STU00706,CRS041,2024-12-29,,78,false,2025-01-18
ENR002463,STU00706,CRS010,2025-02-10,,6,false,2025-02-27
ENR002464,STU00706,CRS027,2025-03-11,2025-03-15,100,true,2025-03-15
ENR002465,STU00707,CRS024,2025-01-02,,23,false,2025-01-17
ENR002466,STU00707,CRS011,2024-12-20,,9,false,2025-03-04
ENR002467,STU00707,CRS006,2024-12-26,,68,false,2025-01-12
ENR002468,STU00708,CRS025,2024-11-09,,65,false,2024-12-24
ENR002469,STU00708,CRS003,2024-11-17,,42,false,2024-11-21
ENR002470,STU00708,CRS042,2024-07-03,2024-08-14,100,true,2024-09-03
ENR002471,STU00708,CRS048,2023-11-19,2024-07-02,100,true,2024-07-10
ENR002472,STU00708,CRS023,2024-12-22,2025-01-29,100,true,2025-02-09
