quiz_id,enrollment_id,student_id,course_id,quiz_number,attempt_number,score,passed,attempt_date
QZ005649,ENR001828,STU00528,CRS002,5,1,91,true,2023-09-21
QZ005650,ENR001829,STU00528,CRS035,1,1,33,false,2023-12-20
QZ005651,ENR001829,STU00528,CRS035,2,1,70,true,2024-01-07
QZ005652,ENR001829,STU00528,CRS035,3,1,71,true,2024-02-07
QZ005653,ENR001829,STU00528,CRS035,3,2,95,true,2023-12-03
QZ005654,ENR001830,STU00529,CRS041,1,1,60,false,2024-09-13
QZ005655,ENR001831,STU00530,CRS040,1,1,49,false,2024-02-29
QZ005656,ENR001831,STU00530,CRS040,1,2,55,false,2024-03-21
QZ005657,ENR001831,STU00530,CRS040,2,1,59,false,2024-03-03
QZ005658,ENR001832,STU00530,CRS023,1,1,74,true,2024-10-30
QZ005659,ENR001832,STU00530,CRS023,2,1,57,false,2024-09-25
QZ005660,ENR001832,STU00530,CRS023,2,2,85,true,2024-10-24
QZ005661,ENR001832,STU00530,CRS023,3,1,95,true,2024-10-04
QZ005662,ENR001832,STU00530,CRS023,4,1,70,true,2024-11-25
QZ005663,ENR001833,STU00530,CRS006,1,1,95,true,2025-01-17
QZ005664,ENR001834,STU00530,CRS025,1,1,53,false,2025-01-21
QZ005665,ENR001834,STU00530,CRS025,2,1,95,true,2025-01-12
QZ005666,ENR001834,STU00530,CRS025,3,1,54,false,2025-01-10
QZ005667,ENR001834,STU00530,CRS025,3,2,63,false,2024-12-26
QZ005668,ENR001835,STU00531,CRS022,1,1,57,false,2024-07-22
QZ005669,ENR001835,STU00531,CRS022,1,2,53,false,2024-12-19
QZ005670,ENR001835,STU00531,CRS022,1,3,55,false,2025-01-09
QZ005671,ENR001836,STU00531,CRS013,1,1,63,false,2024-07-02
QZ005672,ENR001836,STU00531,CRS013,2,1,37,false,2024-02-17
QZ005673,ENR001836,STU00531,CRS013,3,1,46,false,2024-03-13
QZ005674,ENR001836,STU00531,CRS013,3,2,55,false,2024-02-21
QZ005675,ENR001837,STU00531,CRS033,1,1,89,true,2024-11-11
QZ005676,ENR001837,STU00531,CRS033,2,1,90,true,2024-12-18
QZ005677,ENR001837,STU00531,CRS033,3,1,87,true,2024-12-11
QZ005678,ENR001837,STU00531,CRS033,4,1,73,true,2024-12-15
QZ005679,ENR001838,STU00531,CRS045,1,1,63,false,2024-07-16
QZ005680,ENR001840,STU00531,CRS014,1,1,72,true,2024-12-24
QZ005681,ENR001840,STU00531,CRS014,2,1,66,false,2024-12-24
QZ005682,ENR001841,STU00531,CRS011,1,1,77,true,2025-01-05
QZ005683,ENR001841,STU00531,CRS011,2,1,97,true,2024-12-16
QZ005684,ENR001841,STU00531,CRS011,3,1,73,true,2025-01-03
QZ005685,ENR001841,STU00531,CRS011,4,1,70,true,2025-01-18
QZ005686,ENR001842,STU00531,CRS015,1,1,45,false,2025-02-01
QZ005687,ENR001843,STU00531,CRS041,1,1,84,true,2024-09-27
QZ005688,ENR001844,STU00533,CRS047,1,1,77,true,2024-11-30
QZ005689,ENR001845,STU00533,CRS029,1,1,33,false,2025-02-22
QZ005690,ENR001846,STU00533,CRS018,1,1,32,false,2024-10-17
QZ005691,ENR001847,STU00534,CRS035,1,1,87,true,2024-06-21
QZ005692,ENR001847,STU00534,CRS035,2,1,77,true,2024-07-07
QZ005693,ENR001847,STU00534,CRS035,3,1,100,true,2024-06-19
QZ005694,ENR001847,STU00534,CRS035,4,1,82,true,2024-06-09
QZ005695,ENR001847,STU00534,CRS035,5,1,79,true,2024-06-23
QZ005696,ENR001847,STU00534,CRS035,6,1,97,true,2024-06-10
QZ005697,ENR001847,STU00534,CRS035,7,1,71,true,2024-05-30
QZ005698,ENR001849,STU00534,CRS022,1,1,65,false,2023-09-16
QZ005699,ENR001849,STU00534,CRS022,2,1,50,false,2023-06-11
QZ005700,ENR001849,STU00534,CRS022,2,2,87,true,2023-04-14
QZ005701,ENR001851,STU00534,CRS034,1,1,67,false,2023-10-18
QZ005702,ENR001852,STU00534,CRS020,1,1,39,false,2024-02-10
QZ005703,ENR001853,STU00535,CRS044,1,1,77,true,2024-09-29
QZ005704,ENR001853,STU00535,CRS044,2,1,63,false,2024-11-17
QZ005705,ENR001853,STU00535,CRS044,2,2,92,true,2024-12-05
QZ005706,ENR001853,STU00535,CRS044,3,1,82,true,2024-10-23
QZ005707,ENR001853,STU00535,CRS044,4,1,100,true,2024-11-24
QZ005708,ENR001853,STU00535,CRS044,5,1,97,true,2024-09-12
QZ005709,ENR001853,STU00535,CRS044,6,1,85,true,2024-11-25
QZ005710,ENR001853,STU00535,CRS044,7,1,57,false,2025-02-20
QZ005711,ENR001853,STU00535,CRS044,7,2,86,true,2025-02-27
QZ005712,ENR001854,STU00535,CRS035,1,1,45,false,2025-03-11
QZ005713,ENR001854,STU00535,CRS035,2,1,58,false,2025-02-27
QZ005714,ENR001854,STU00535,CRS035,2,2,73,true,2025-02-22
QZ005715,ENR001854,STU00535,CRS035,2,3,33,false,2025-03-05
QZ005716,ENR001854,STU00535,CRS035,3,1,50,false,2025-03-08
QZ005717,ENR001854,STU00535,CRS035,4,1,59,false,2025-02-25
QZ005718,ENR001854,STU00535,CRS035,4,2,51,false,2025-03-01
QZ005719,ENR001854,STU00535,CRS035,5,1,59,false,2025-02-20
QZ005720,ENR001854,STU00535,CRS035,5,2,40,false,2025-02-24
QZ005721,ENR001854,STU00535,CRS035,6,1,48,false,2025-02-28
QZ005722,ENR001854,STU00535,CRS035,6,2,85,true,2025-02-28
QZ005723,ENR001856,STU00535,CRS045,1,1,52,false,2025-01-25
QZ005724,ENR001857,STU00535,CRS011,1,1,49,false,2024-10-10
QZ005725,ENR001857,STU00535,CRS011,1,2,91,true,2024-10-11
QZ005726,ENR001858,STU00537,CRS035,1,1,79,true,2024-07-22
QZ005727,ENR001858,STU00537,CRS035,2,1,88,true,2024-11-06
QZ005728,ENR001858,STU00537,CRS035,3,1,71,true,2024-09-12
QZ005729,ENR001858,STU00537,CRS035,3,2,84,true,2024-08-29
QZ005730,ENR001858,STU00537,CRS035,4,1,39,false,2024-05-02
QZ005731,ENR001860,STU00537,CRS031,1,1,42,false,2025-02-06
QZ005732,ENR001860,STU00537,CRS031,1,2,90,true,2025-02-03
QZ005733,ENR001860,STU00537,CRS031,2,1,90,true,2025-02-23
QZ005734,ENR001860,STU00537,CRS031,3,1,71,true,2025-01-09
QZ005735,ENR001860,STU00537,CRS031,4,1,56,false,2024-11-01
QZ005736,ENR001860,STU00537,CRS031,4,2,92,true,2024-12-30
QZ005737,ENR001860,STU00537,CRS031,5,1,70,true,2025-01-22
QZ005738,ENR001861,STU00538,CRS003,1,1,86,true,2023-08-23
QZ005739,ENR001863,STU00539,CRS024,1,1,55,false,2024-12-07
QZ005740,ENR001863,STU00539,CRS024,1,2,93,true,2024-08-06
QZ005741,ENR001863,STU00539,CRS024,2,1,79,true,2025-01-25
QZ005742,ENR001863,STU00539,CRS024,3,1,54,false,2024-12-18
QZ005743,ENR001863,STU00539,CRS024,3,2,70,true,2024-09-03
QZ005744,ENR001863,STU00539,CRS024,4,1,76,true,2025-01-18
QZ005745,ENR001863,STU00539,CRS024,5,1,92,true,2024-10-01
QZ005746,ENR001864,STU00539,CRS016,1,1,76,true,2024-12-14
QZ005747,ENR001864,STU00539,CRS016,2,1,62,false,2024-07-29
QZ005748,ENR001865,STU00539,CRS002,1,1,95,true,2025-03-09
QZ005749,ENR001865,STU00539,CRS002,2,1,51,false,2025-02-04
QZ005750,ENR001865,STU00539,CRS002,2,2,85,true,2025-02-10
QZ005751,ENR001865,STU00539,CRS002,3,1,50,false,2025-02-22
QZ005752,ENR001866,STU00539,CRS018,1,1,77,true,2024-08-08
QZ005753,ENR001866,STU00539,CRS018,2,1,72,true,2024-08-08
QZ005754,ENR001866,STU00539,CRS018,3,1,87,true,2024-08-12
QZ005755,ENR001866,STU00539,CRS018,4,1,72,true,2024-08-03
QZ005756,ENR001866,STU00539,CRS018,5,1,87,true,2024-08-01
QZ005757,ENR001866,STU00539,CRS018,6,1,83,true,2024-08-01
QZ005758,ENR001867,STU00539,CRS050,1,1,46,false,2024-04-09
QZ005759,ENR001868,STU00539,CRS015,1,1,50,false,2024-11-12
QZ005760,ENR001868,STU00539,CRS015,1,2,78,true,2024-10-25
QZ005761,ENR001868,STU00539,CRS015,2,1,91,true,2024-11-18
QZ005762,ENR001868,STU00539,CRS015,3,1,85,true,2024-11-12
QZ005763,ENR001868,STU00539,CRS015,4,1,100,true,2024-11-23
QZ005764,ENR001868,STU00539,CRS015,5,1,40,false,2024-11-23
QZ005765,ENR001868,STU00539,CRS015,5,2,76,true,2024-11-29
QZ005766,ENR001869,STU00539,CRS046,1,1,56,false,2025-02-19
QZ005767,ENR001869,STU00539,CRS046,1,2,47,false,2024-12-02
QZ005768,ENR001872,STU00539,CRS003,1,1,68,false,2024-02-20
QZ005769,ENR001872,STU00539,CRS003,1,2,54,false,2024-04-20
QZ005770,ENR001872,STU00539,CRS003,2,1,74,true,2024-09-02
QZ005771,ENR001872,STU00539,CRS003,3,1,40,false,2024-05-26
QZ005772,ENR001872,STU00539,CRS003,4,1,55,false,2024-04-03
QZ005773,ENR001873,STU00540,CRS046,1,1,72,true,2023-12-26
QZ005774,ENR001874,STU00540,CRS020,1,1,69,false,2023-04-06
QZ005775,ENR001875,STU00541,CRS042,1,1,84,true,2024-10-04
QZ005776,ENR001875,STU00541,CRS042,2,1,60,false,2024-11-20
QZ005777,ENR001875,STU00541,CRS042,2,2,95,true,2025-01-30
QZ005778,ENR001875,STU00541,CRS042,3,1,77,true,2024-09-19
QZ005779,ENR001876,STU00541,CRS010,1,1,95,true,2025-01-29
QZ005780,ENR001876,STU00541,CRS010,2,1,52,false,2025-01-17
QZ005781,ENR001876,STU00541,CRS010,2,2,82,true,2025-01-15
QZ005782,ENR001876,STU00541,CRS010,3,1,71,true,2025-02-01
QZ005783,ENR001879,STU00541,CRS036,1,1,54,false,2024-04-28
QZ005784,ENR001879,STU00541,CRS036,1,2,31,false,2024-04-07
QZ005785,ENR001879,STU00541,CRS036,2,1,50,false,2024-02-12
QZ005786,ENR001879,STU00541,CRS036,3,1,47,false,2024-03-27
QZ005787,ENR001879,STU00541,CRS036,4,1,86,true,2023-11-27
QZ005788,ENR001880,STU00541,CRS017,1,1,65,false,2025-01-14
QZ005789,ENR001880,STU00541,CRS017,2,1,73,true,2025-01-10
QZ005790,ENR001880,STU00541,CRS017,3,1,86,true,2025-01-14
QZ005791,ENR001882,STU00542,CRS033,1,1,97,true,2024-09-09
QZ005792,ENR001882,STU00542,CRS033,2,1,82,true,2024-09-24
QZ005793,ENR001882,STU00542,CRS033,3,1,76,true,2024-09-09
QZ005794,ENR001882,STU00542,CRS033,4,1,61,false,2024-09-19
QZ005795,ENR001882,STU00542,CRS033,4,2,71,true,2024-09-27
QZ005796,ENR001883,STU00543,CRS041,1,1,58,false,2023-08-15
QZ005797,ENR001883,STU00543,CRS041,1,2,47,false,2024-02-12
QZ005798,ENR001885,STU00544,CRS004,1,1,73,true,2024-11-19
QZ005799,ENR001885,STU00544,CRS004,1,2,60,false,2024-11-07
QZ005800,ENR001885,STU00544,CRS004,1,3,77,true,2024-10-30
QZ005801,ENR001886,STU00544,CRS050,1,1,96,true,2024-08-07
QZ005802,ENR001886,STU00544,CRS050,2,1,90,true,2024-10-30
QZ005803,ENR001886,STU00544,CRS050,3,1,92,true,2024-09-06
QZ005804,ENR001888,STU00545,CRS041,1,1,74,true,2024-07-04
QZ005805,ENR001889,STU00546,CRS035,1,1,43,false,2024-05-21
QZ005806,ENR001889,STU00546,CRS035,2,1,93,true,2024-10-06
QZ005807,ENR001889,STU00546,CRS035,3,1,51,false,2023-11-20
QZ005808,ENR001890,STU00546,CRS041,1,1,56,false,2024-12-23
QZ005809,ENR001890,STU00546,CRS041,1,2,78,true,2024-12-13
QZ005810,ENR001891,STU00546,CRS012,1,1,33,false,2023-07-03
QZ005811,ENR001891,STU00546,CRS012,2,1,83,true,2023-06-30
QZ005812,ENR001891,STU00546,CRS012,3,1,53,false,2023-06-06
QZ005813,ENR001891,STU00546,CRS012,4,1,40,false,2023-08-15
QZ005814,ENR001891,STU00546,CRS012,4,2,45,false,2023-06-07
QZ005815,ENR001892,STU00546,CRS047,1,1,53,false,2024-05-31
QZ005816,ENR001892,STU00546,CRS047,1,2,99,true,2024-06-27
QZ005817,ENR001892,STU00546,CRS047,2,1,91,true,2024-09-15
QZ005818,ENR001892,STU00546,CRS047,3,1,48,false,2024-09-30
QZ005819,ENR001892,STU00546,CRS047,3,2,83,true,2024-04-18
QZ005820,ENR001892,STU00546,CRS047,4,1,75,true,2024-05-21
QZ005821,ENR001892,STU00546,CRS047,5,1,91,true,2024-10-11
QZ005822,ENR001893,STU00547,CRS038,1,1,79,true,2024-02-21
QZ005823,ENR001893,STU00547,CRS038,2,1,42,false,2023-10-29
QZ005824,ENR001893,STU00547,CRS038,2,2,87,true,2024-03-13
QZ005825,ENR001893,STU00547,CRS038,3,1,95,true,2023-11-22
QZ005826,ENR001893,STU00547,CRS038,4,1,46,false,2024-02-29
QZ005827,ENR001893,STU00547,CRS038,4,2,93,true,2024-03-14
QZ005828,ENR001895,STU00547,CRS029,1,1,84,true,2024-07-26
QZ005829,ENR001896,STU00548,CRS026,1,1,87,true,2025-03-11
QZ005830,ENR001896,STU00548,CRS026,2,1,86,true,2025-03-11
QZ005831,ENR001896,STU00548,CRS026,3,1,99,true,2025-03-06
QZ005832,ENR001896,STU00548,CRS026,4,1,97,true,2025-03-13
QZ005833,ENR001897,STU00548,CRS031,1,1,77,true,2025-02-26
QZ005834,ENR001897,STU00548,CRS031,2,1,73,true,2025-02-24
QZ005835,ENR001897,STU00548,CRS031,3,1,82,true,2025-02-20
QZ005836,ENR001897,STU00548,CRS031,4,1,96,true,2025-03-02
QZ005837,ENR001897,STU00548,CRS031,5,1,83,true,2025-02-23
QZ005838,ENR001898,STU00549,CRS008,1,1,59,false,2024-06-13
QZ005839,ENR001898,STU00549,CRS008,1,2,91,true,2024-03-25
QZ005840,ENR001898,STU00549,CRS008,2,1,92,true,2024-05-16
QZ005841,ENR001899,STU00549,CRS005,1,1,98,true,2024-11-11
QZ005842,ENR001899,STU00549,CRS005,2,1,72,true,2025-01-24
QZ005843,ENR001899,STU00549,CRS005,3,1,98,true,2024-12-21
QZ005844,ENR001899,STU00549,CRS005,4,1,73,true,2025-01-12
QZ005845,ENR001899,STU00549,CRS005,4,2,71,true,2025-01-08
QZ005846,ENR001899,STU00549,CRS005,5,1,88,true,2024-12-12
QZ005847,ENR001899,STU00549,CRS005,6,1,79,true,2024-10-24
QZ005848,ENR001900,STU00549,CRS023,1,1,57,false,2023-08-01
QZ005849,ENR001901,STU00550,CRS040,1,1,80,true,2025-01-23
QZ005850,ENR001901,STU00550,CRS040,2,1,55,false,2025-01-01
QZ005851,ENR001901,STU00550,CRS040,2,2,84,true,2025-01-27
QZ005852,ENR001901,STU00550,CRS040,3,1,100,true,2025-01-22
QZ005853,ENR001901,STU00550,CRS040,4,1,94,true,2025-01-13
QZ005854,ENR001902,STU00550,CRS018,1,1,58,false,2024-12-05
QZ005855,ENR001902,STU00550,CRS018,2,1,53,false,2024-12-08
QZ005856,ENR001902,STU00550,CRS018,2,2,69,false,2024-12-03
QZ005857,ENR001902,STU00550,CRS018,3,1,65,false,2024-12-04
QZ005858,ENR001902,STU00550,CRS018,4,1,56,false,2024-12-03
QZ005859,ENR001902,STU00550,CRS018,4,2,39,false,2024-12-05
QZ005860,ENR001902,STU00550,CRS018,5,1,33,false,2024-12-03
QZ005861,ENR001903,STU00550,CRS030,1,1,70,true,2024-12-04
QZ005862,ENR001903,STU00550,CRS030,1,2,56,false,2024-11-28
QZ005863,ENR001903,STU00550,CRS030,1,3,79,true,2024-12-03
QZ005864,ENR001904,STU00550,CRS031,1,1,48,false,2024-12-09
QZ005865,ENR001904,STU00550,CRS031,2,1,65,false,2024-12-08
QZ005866,ENR001904,STU00550,CRS031,2,2,53,false,2024-12-08
QZ005867,ENR001904,STU00550,CRS031,3,1,43,false,2024-12-08
QZ005868,ENR001904,STU00550,CRS031,3,2,44,false,2024-12-09
QZ005869,ENR001905,STU00550,CRS038,1,1,76,true,2024-11-18
QZ005870,ENR001905,STU00550,CRS038,2,1,91,true,2024-10-24
QZ005871,ENR001905,STU00550,CRS038,3,1,63,false,2024-10-31
QZ005872,ENR001905,STU00550,CRS038,3,2,87,true,2024-11-24
QZ005873,ENR001905,STU00550,CRS038,4,1,81,true,2024-11-07
QZ005874,ENR001905,STU00550,CRS038,5,1,97,true,2024-12-23
QZ005875,ENR001905,STU00550,CRS038,6,1,78,true,2024-12-02
QZ005876,ENR001906,STU00550,CRS034,1,1,82,true,2025-03-01
QZ005877,ENR001907,STU00550,CRS005,1,1,46,false,2025-03-14
QZ005878,ENR001907,STU00550,CRS005,1,2,82,true,2025-02-23
QZ005879,ENR001907,STU00550,CRS005,2,1,95,true,2025-02-12
QZ005880,ENR001907,STU00550,CRS005,3,1,93,true,2025-03-01
QZ005881,ENR001907,STU00550,CRS005,4,1,99,true,2025-02-03
QZ005882,ENR001907,STU00550,CRS005,5,1,89,true,2025-02-20
QZ005883,ENR001907,STU00550,CRS005,6,1,99,true,2025-03-12
QZ005884,ENR001908,STU00550,CRS026,1,1,75,true,2024-12-22
QZ005885,ENR001910,STU00550,CRS014,1,1,74,true,2025-01-23
QZ005886,ENR001911,STU00550,CRS013,1,1,62,false,2025-01-17
QZ005887,ENR001911,STU00550,CRS013,1,2,97,true,2024-12-28
QZ005888,ENR001911,STU00550,CRS013,2,1,60,false,2024-11-12
QZ005889,ENR001911,STU00550,CRS013,2,2,89,true,2024-11-05
QZ005890,ENR001911,STU00550,CRS013,3,1,96,true,2024-11-03
QZ005891,ENR001911,STU00550,CRS013,4,1,85,true,2025-01-31
QZ005892,ENR001911,STU00550,CRS013,5,1,71,true,2025-01-14
QZ005893,ENR001912,STU00551,CRS046,1,1,67,false,2024-06-11
QZ005894,ENR001913,STU00551,CRS047,1,1,76,true,2023-06-01
QZ005895,ENR001914,STU00551,CRS006,1,1,47,false,2024-04-24
QZ005896,ENR001914,STU00551,CRS006,1,2,50,false,2024-09-30
QZ005897,ENR001914,STU00551,CRS006,1,3,55,false,2024-11-14
QZ005898,ENR001914,STU00551,CRS006,2,1,47,false,2024-10-04
QZ005899,ENR001914,STU00551,CRS006,3,1,89,true,2023-12-27
QZ005900,ENR001914,STU00551,CRS006,4,1,34,false,2024-07-28
QZ005901,ENR001916,STU00551,CRS020,1,1,81,true,2024-01-22
QZ005902,ENR001916,STU00551,CRS020,2,1,71,true,2024-01-29
QZ005903,ENR001918,STU00552,CRS030,1,1,60,false,2023-03-21
QZ005904,ENR001919,STU00552,CRS009,1,1,42,false,2023-09-04
QZ005905,ENR001919,STU00552,CRS009,1,2,97,true,2023-08-26
QZ005906,ENR001919,STU00552,CRS009,2,1,60,false,2023-08-22
QZ005907,ENR001919,STU00552,CRS009,2,2,88,true,2023-08-20
QZ005908,ENR001919,STU00552,CRS009,3,1,94,true,2023-08-22
QZ005909,ENR001919,STU00552,CRS009,4,1,79,true,2023-08-28
QZ005910,ENR001921,STU00552,CRS011,1,1,91,true,2023-04-19
QZ005911,ENR001921,STU00552,CRS011,2,1,91,true,2023-03-03
QZ005912,ENR001921,STU00552,CRS011,3,1,89,true,2023-03-27
QZ005913,ENR001921,STU00552,CRS011,4,1,76,true,2023-03-05
QZ005914,ENR001922,STU00553,CRS047,1,1,61,false,2025-03-01
QZ005915,ENR001922,STU00553,CRS047,2,1,63,false,2025-03-05
QZ005916,ENR001922,STU00553,CRS047,3,1,47,false,2025-03-01
QZ005917,ENR001923,STU00553,CRS007,1,1,77,true,2024-06-22
QZ005918,ENR001923,STU00553,CRS007,2,1,83,true,2024-06-13
QZ005919,ENR001923,STU00553,CRS007,3,1,98,true,2024-07-04
QZ005920,ENR001923,STU00553,CRS007,4,1,100,true,2024-06-15
QZ005921,ENR001925,STU00554,CRS026,1,1,73,true,2023-12-19
QZ005922,ENR001926,STU00554,CRS031,1,1,51,false,2025-03-03
QZ005923,ENR001926,STU00554,CRS031,1,2,65,false,2025-03-11
QZ005924,ENR001926,STU00554,CRS031,2,1,74,true,2025-03-10
QZ005925,ENR001928,STU00555,CRS045,1,1,70,true,2025-02-11
QZ005926,ENR001928,STU00555,CRS045,1,2,66,false,2025-02-17
QZ005927,ENR001929,STU00555,CRS033,1,1,74,true,2024-07-14
QZ005928,ENR001929,STU00555,CRS033,1,2,80,true,2024-09-08
QZ005929,ENR001929,STU00555,CRS033,2,1,68,false,2024-05-10
QZ005930,ENR001929,STU00555,CRS033,2,2,82,true,2024-09-04
QZ005931,ENR001929,STU00555,CRS033,3,1,84,true,2024-07-16
QZ005932,ENR001929,STU00555,CRS033,4,1,95,true,2024-09-21
QZ005933,ENR001930,STU00555,CRS050,1,1,47,false,2025-01-23
QZ005934,ENR001931,STU00555,CRS004,1,1,54,false,2024-02-02
QZ005935,ENR001931,STU00555,CRS004,2,1,78,true,2024-02-07
QZ005936,ENR001932,STU00555,CRS007,1,1,57,false,2025-02-11
QZ005937,ENR001932,STU00555,CRS007,2,1,56,false,2025-01-29
QZ005938,ENR001933,STU00556,CRS026,1,1,71,true,2024-09-04
QZ005939,ENR001933,STU00556,CRS026,2,1,82,true,2024-09-02
QZ005940,ENR001933,STU00556,CRS026,3,1,81,true,2024-10-04
QZ005941,ENR001933,STU00556,CRS026,4,1,88,true,2024-08-28
QZ005942,ENR001934,STU00556,CRS013,1,1,84,true,2024-12-26
QZ005943,ENR001934,STU00556,CRS013,2,1,51,false,2024-12-15
QZ005944,ENR001934,STU00556,CRS013,2,2,95,true,2024-11-21
QZ005945,ENR001934,STU00556,CRS013,3,1,98,true,2024-11-27
QZ005946,ENR001934,STU00556,CRS013,4,1,96,true,2024-12-15
QZ005947,ENR001934,STU00556,CRS013,5,1,49,false,2024-11-27
QZ005948,ENR001934,STU00556,CRS013,5,2,96,true,2024-12-26
QZ005949,ENR001935,STU00556,CRS050,1,1,67,false,2024-09-29
QZ005950,ENR001935,STU00556,CRS050,1,2,31,false,2024-12-29
QZ005951,ENR001936,STU00557,CRS016,1,1,43,false,2024-07-20
QZ005952,ENR001936,STU00557,CRS016,2,1,91,true,2024-07-17
QZ005953,ENR001936,STU00557,CRS016,3,1,83,true,2024-07-21
QZ005954,ENR001937,STU00557,CRS048,1,1,93,true,2024-04-27
QZ005955,ENR001938,STU00557,CRS011,1,1,73,true,2024-09-10
QZ005956,ENR001939,STU00557,CRS041,1,1,54,false,2024-09-15
QZ005957,ENR001939,STU00557,CRS041,1,2,33,false,2024-08-30
QZ005958,ENR001940,STU00557,CRS008,1,1,45,false,2024-05-25
QZ005959,ENR001940,STU00557,CRS008,1,2,57,false,2024-06-17
QZ005960,ENR001941,STU00558,CRS035,1,1,50,false,2024-12-18
QZ005961,ENR001941,STU00558,CRS035,2,1,73,true,2025-01-22
QZ005962,ENR001941,STU00558,CRS035,3,1,66,false,2025-01-26
QZ005963,ENR001941,STU00558,CRS035,3,2,90,true,2025-01-28
QZ005964,ENR001943,STU00558,CRS050,1,1,56,false,2024-11-25
QZ005965,ENR001943,STU00558,CRS050,1,2,73,true,2024-11-03
QZ005966,ENR001943,STU00558,CRS050,1,3,68,false,2024-11-18
QZ005967,ENR001944,STU00559,CRS015,1,1,45,false,2024-12-17
QZ005968,ENR001945,STU00559,CRS036,1,1,94,true,2024-07-04
QZ005969,ENR001945,STU00559,CRS036,2,1,98,true,2024-07-13
QZ005970,ENR001945,STU00559,CRS036,3,1,56,false,2024-07-14
QZ005971,ENR001945,STU00559,CRS036,3,2,69,false,2024-07-05
QZ005972,ENR001945,STU00559,CRS036,3,3,84,true,2024-07-13
QZ005973,ENR001945,STU00559,CRS036,4,1,76,true,2024-07-07
QZ005974,ENR001945,STU00559,CRS036,5,1,70,true,2024-07-08
QZ005975,ENR001945,STU00559,CRS036,5,2,97,true,2024-07-07
QZ005976,ENR001945,STU00559,CRS036,6,1,80,true,2024-07-22
QZ005977,ENR001945,STU00559,CRS036,7,1,94,true,2024-06-29
QZ005978,ENR001946,STU00559,CRS029,1,1,98,true,2024-09-30
QZ005979,ENR001946,STU00559,CRS029,2,1,96,true,2024-09-28
QZ005980,ENR001947,STU00561,CRS045,1,1,49,false,2024-11-29
QZ005981,ENR001947,STU00561,CRS045,1,2,41,false,2024-11-30
QZ005982,ENR001948,STU00562,CRS040,1,1,95,true,2025-02-18
QZ005983,ENR001948,STU00562,CRS040,2,1,79,true,2025-01-11
QZ005984,ENR001948,STU00562,CRS040,3,1,90,true,2024-10-17
QZ005985,ENR001948,STU00562,CRS040,4,1,54,false,2025-01-18
QZ005986,ENR001948,STU00562,CRS040,4,2,76,true,2025-02-20
QZ005987,ENR001949,STU00564,CRS030,1,1,42,false,2024-04-21
QZ005988,ENR001949,STU00564,CRS030,1,2,94,true,2024-02-10
QZ005989,ENR001949,STU00564,CRS030,2,1,78,true,2024-02-10
QZ005990,ENR001949,STU00564,CRS030,3,1,86,true,2024-03-21
QZ005991,ENR001949,STU00564,CRS030,4,1,93,true,2024-02-02
QZ005992,ENR001949,STU00564,CRS030,5,1,77,true,2024-02-08
QZ005993,ENR001949,STU00564,CRS030,6,1,99,true,2024-02-29
QZ005994,ENR001949,STU00564,CRS030,7,1,96,true,2024-03-03
QZ005995,ENR001950,STU00566,CRS007,1,1,65,false,2024-10-09
QZ005996,ENR001950,STU00566,CRS007,2,1,71,true,2024-08-09
QZ005997,ENR001952,STU00567,CRS008,1,1,48,false,2024-05-24
QZ005998,ENR001952,STU00567,CRS008,1,2,84,true,2025-01-25
QZ005999,ENR001952,STU00567,CRS008,2,1,82,true,2024-03-29
QZ006000,ENR001953,STU00567,CRS016,1,1,45,false,2024-01-19
QZ006001,ENR001953,STU00567,CRS016,2,1,50,false,2023-11-07
QZ006002,ENR001955,STU00567,CRS019,1,1,80,true,2024-06-15
QZ006003,ENR001955,STU00567,CRS019,2,1,94,true,2024-07-19
QZ006004,ENR001955,STU00567,CRS019,3,1,66,false,2024-08-07
QZ006005,ENR001955,STU00567,CRS019,3,2,92,true,2024-10-11
QZ006006,ENR001956,STU00567,CRS024,1,1,53,false,2023-07-04
QZ006007,ENR001957,STU00568,CRS028,1,1,65,false,2025-02-04
QZ006008,ENR001957,STU00568,CRS028,1,2,74,true,2025-01-23
QZ006009,ENR001957,STU00568,CRS028,2,1,75,true,2025-02-08
QZ006010,ENR001957,STU00568,CRS028,3,1,97,true,2025-02-10
QZ006011,ENR001958,STU00568,CRS030,1,1,77,true,2024-10-03
QZ006012,ENR001958,STU00568,CRS030,2,1,73,true,2024-08-21
QZ006013,ENR001958,STU00568,CRS030,3,1,81,true,2024-09-12
QZ006014,ENR001958,STU00568,CRS030,4,1,98,true,2024-10-22
QZ006015,ENR001958,STU00568,CRS030,5,1,55,false,2024-08-21
QZ006016,ENR001958,STU00568,CRS030,5,2,46,false,2024-08-01
QZ006017,ENR001958,STU00568,CRS030,5,3,70,true,2024-08-25
QZ006018,ENR001958,STU00568,CRS030,6,1,42,false,2024-12-18
QZ006019,ENR001958,STU00568,CRS030,6,2,58,false,2024-08-02
QZ006020,ENR001958,STU00568,CRS030,6,3,81,true,2024-08-14
QZ006021,ENR001958,STU00568,CRS030,7,1,86,true,2024-11-03
QZ006022,ENR001959,STU00568,CRS038,1,1,53,false,2024-11-06
QZ006023,ENR001959,STU00568,CRS038,1,2,84,true,2024-11-03
QZ006024,ENR001959,STU00568,CRS038,2,1,44,false,2024-11-03
QZ006025,ENR001959,STU00568,CRS038,2,2,55,false,2024-10-30
